"","train","1_rich","2","3","4","5","6","7_poor"
"1",50,0,0.0255855588387713,0.116038265456336,0.770560817396491,0.12298261230953,0.0129678773024361,0
"2",60,0,0.0340951156341615,0.110370748829626,0.773120111041286,0.121783056600645,0.0115993277816006,0
"3",70,0,0.016711359198293,0.114813029687613,0.775059837604754,0.126965015531259,0.0161023994187731,0
"4",80,0,0.0393551696382467,0.11803343452031,0.776501466035794,0.127591634932593,0.0134781397939293,0
"5",90,0,0.00833333333333333,0.11702289677409,0.77208518341741,0.133965615726343,0.00833333333333333,0
