"","train","1_rich","2","3","4","5","6","7_poor"
"1",50,0,0.0465229330131649,0.166916553492761,0.69443659846696,0.140325459638199,0.0240344458379074,0
"2",60,0,0.0363344837875315,0.163923398866558,0.69497496478387,0.147704818120267,0.0236118596092544,0
"3",70,0,0.0410070367251047,0.152738636730207,0.691919716850009,0.149118681780401,0.0247552043977225,0
"4",80,0,0.0547997402515238,0.154415871583634,0.698652873234432,0.153715554988617,0.0381451057003731,0
"5",90,0,0.039077380952381,0.157443721398313,0.695421371359952,0.141391234619153,0.0262491582491583,0
