"","train","1_rich","2","3","4","5","6","7_poor"
"1",50,0,0.216709879913233,0.187134680946343,0.814185366751553,0.139553961881826,0.0109010348658568,0
"2",60,0.0461538461538461,0.249938682394674,0.212477391841114,0.821244172408897,0.177484606238846,0.0526663577483877,0.0333333333333333
"3",70,0,0.236120548764625,0.180797698202458,0.815509442675297,0.150336923655364,0.02067296150576,0
"4",80,0,0.246974115959746,0.195998265609191,0.815812654230254,0.161174435136845,0.0156939799331104,0
"5",90,0,0.234877162311373,0.198493216683421,0.814406353998595,0.144911890256795,0.00666666666666667,0
