"","train","1_rich","2","3","4","5","6","7_poor"
"1",50,0,0.156927070917884,0.181717465838572,0.707535295972312,0.167466061969685,0.00898121266962857,0
"2",60,0,0.165326677784729,0.182844281346838,0.707228664470228,0.170747704760325,0.00668649463121,0
"3",70,0,0.163344673623532,0.180587964137696,0.706153112632808,0.170643914658775,0.00378741342968985,0
"4",80,0,0.158760567718271,0.188838545669441,0.707707448694511,0.164354187684899,0.00799676446260886,0
"5",90,0,0.140226309585549,0.169356533129921,0.700287814189345,0.152743803292589,0,0
